code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
103909,Déficit en tréhalase,-,E74.3,10372,-,-,612119,Inconnu,Intolérance isolée au tréhalose,C0268187
103910,Déficit congénital en héparane sulfate de l'entérocyte,"Petite enfance, Néonatal",P78.3,-,-,-,-,<1 / 1 000 000,-,-
103916,Entéropathie auto-immune de type 2,-,K52.8,-,-,-,-,-,-,-
103917,Entéropathie auto-immune de type 3,-,K52.8,-,-,-,-,-,-,-
103918,Pancréatite tropicale,Enfance,K86.1,-,-,-,608189,Inconnu,Pancréatite tropicale calcifiante chronique ; TCP,C1842402
103919,Pancréatite auto-immune,-,K86.1,10911,10069002,-,-,-,AIP,C2609129
103920,Colite indéterminée,-,K52.3,-,-,-,-,-,-,-
104075,Adénocarcinome de l'intestin grêle,Adulte,D01.4,-,-,-,-,-,-,C0278803
104076,Léiomyosarcome de l'instestin grêle,-,C17.0  C17.1  C17.2  C17.3  C17.8,-,-,-,-,-,-,C0920305
104077,Pseudo-obstruction intestinale myopathique,-,K59.8,-,-,-,-,-,-,-
104078,Pseudo-obstruction intestinale non classifiée,-,K59.8,-,-,-,-,-,-,-
137577,Lésion cérébrale ischémique et hypoxique néonatale,"Petite enfance, Néonatal",P11.1,-,-,-,-,1-9 / 100 000,Asphyxie périnatale ; Encéphalopathie hypoxique-ischémique ; Hypoxie périnatale ; Lésion cérébrale ischémique et hypoxique du nouveau-né,C0752304
137583,Néoplasie intraépithéliale de la vulve,-,D07.1,-,-,-,-,1-5 / 10 000,Tumeur intraépithéliale de la vulve,C0346210
137593,Kératite infectieuse épithéliale,-,-,-,-,-,-,-,-,-
137596,Kératopathie neurotrophique,"Enfance, Adulte",H16.2,-,10069732,-,-,1-5 / 10 000,Kératite neurotrophique,C0339296
137599,Kératite stromale,-,H16.3,-,-,-,-,1-5 / 10 000,-,C1318020
137602,Endothélite herpétique,-,-,-,-,-,-,-,-,-
137605,Syndrome de Legius,"Petite enfance, Néonatal, Enfance",Q85.0,10714,-,C548032,611431,Inconnu,Syndrome NF1-like ; Syndrome neurofibromatose 1-like,C1969623
137608,Syndrome de croissance disproportionnée-lipomatose-malformation vasculaire-naevus épidermique,-,-,-,-,-,-,-,Syndrome SOLAMEN,-
137617,Fibrose systémique fibrogénique,-,-,9725,10067467,-,-,-,Dermopathie fibrosante néphrogénique,C1619692  C3888044
137622,Syndrome de diarrhée intraitable-atrésie choanale-anomalie des yeux,"Petite enfance, Néonatal",Q87.8,-,-,-,-,<1 / 1 000 000,-,-
137625,Glycogénose par déficit en glycogène synthase cardiaque et musculaire,Enfance,E74.0,-,-,-,611556,<1 / 1 000 000,GSD par déficit en glycogène synthase cardiaque et musculaire ; GSD type 0b ; Glycogénose type 0b,-
137628,Syndrome d'anomalies cardiaques-hétérotaxie,-,Q28.8,-,-,-,-,<1 / 1 000 000,-,-
137631,"Syndrome de fibrose pulmonaire-déficit immunitaire-dysgénésie gonadique 46,XX",Petite enfance,D82.8,-,-,-,611926,<1 / 1 000 000,-,-
137634,Syndrome de croissance excessive-macrocéphalie-dysmorphie faciale,-,Q87.3,-,-,-,614192,<1 / 1 000 000,-,-
137639,Syndrome de leucoencéphalopathie-ataxie-hypodontie-hypomyélinisation,"Petite enfance, Néonatal",E75.2,-,-,-,607694,<1 / 1 000 000,Syndrome d'ataxie-retard de dentition-hypomyélinisation,C2676243
137653,Syndrome de microcéphalie-anomalies digitales-déficience intellectuelle,-,Q87.8,-,-,-,-,-,Syndrome de Kelly-Kirson-Wyatt,-
137658,Syndrome de microcéphalie-déficience intellectuelle-anomalies neurologiques et des phalanges,-,Q87.8,-,-,-,615236,-,Syndrome de Woods-Crouchman-Huson,-
137667,Malformation capillaire-malformation artério-veineuse,"Petite enfance, Néonatal",Q27.3,11904,-,-,608354,Inconnu,CM-AVM,C1842180
137672,Dégénérescence marginale pellucide,-,H18.7,11895,-,-,-,-,-,-
137675,Cardiomyopathie histiocytoïde,"Petite enfance, Néonatal",I42.0,9511,-,C535584,212080  500000,<1 / 1 000 000,Cardiomyopathie oncocytique ; Cardiomyopathie xanthomateuse infantile,C1708371
137678,Dysplasie tchèque type métatarsique,Enfance,Q77.7,10220,-,C535766,609162,<1 / 1 000 000,-,C1836683
137681,Hépatoencéphalopathie par déficit combiné de la phosphorylation oxydative de type 1,Néonatal,E88.8,-,-,-,609060,<1 / 1 000 000,Hépatoencéphalopathie par COXPD1,C1836797
137686,Syndrome d'Asherman,Adulte,N85.6,5853,10022821  10053868,-,-,1-5 / 10 000,Adhérences intra-utérines ; Synéchie utérine,C0156372  C0241593  C1704274
137698,Infection à cytomégalovirus chez des patients à risque avec une immunodépression cellulaire,-,-,-,-,-,-,1-5 / 10 000,Infection à CMV chez des patients à risque avec une immunodépression cellulaire,-
137754,Affection neurologique associée à un déficit en aminoacylase 1,Enfance,E72.8,9741,-,-,609924,<1 / 1 000 000,ACY1D ; Déficit en N-acyl-L-amino acide amidohydrolase,C1835922
137776,Syndrome des contractures congénitales létales type 2,"Néonatal, Prénatal",Q68.8,9177,-,-,607598,<1 / 1 000 000,LCCS2 ; Syndrome des contractures congénitales létales type Israeli-Bedouin,C1843478
137783,Syndrome des contractures congénitales létales type 3,-,Q68.8,12644,-,-,611369  614915,<1 / 1 000 000,LCCS3,C1969655
137810,Amylose cutanée nodulaire,-,E85.4+  L99.0*,-,10056953,-,-,-,Amylose cutanée nodulaire primitive localisée ; PLCNA,C0546394
137814,Amylose maculeuse,-,E85.4+  L99.0*,-,-,-,-,-,-,-
137817,Arachnoïdite,Tout âge,G03.9,5839,10003074,D001100,182950,Inconnu,Arachnoïdite adhésive ; Arachnoïdite chronique,C0003708  C0270617
137820,Endométriose extra-pelvienne,-,N80.0  N80.1  N80.2  N80.3  N80.4  N80.5  N80.6  N80.8  N80.9,-,-,-,-,-,-,C0014175
137831,Syndrome de déficience intellectuelle liée à l'X-hypoplasie cérébelleuse,"Petite enfance, Néonatal",Q04.3,9947,-,-,300486,<1 / 1 000 000,Syndrome OPHN1 ; Syndrome oligonéphrine-1,C1845366
137834,Syndrome de Frank-Ter Haar,"Prénatal, Néonatal",Q87.8,5138,-,-,249420,<1 / 1 000 000,Syndrome de Ter Haar,C1855305
137839,Syndrome de Lemierre,Adolescence,I80.8,6882,10065552,D057831,-,Inconnu,Sepsis post-angine de Lemierre ; Sepsis post-angine secondaire à une infection oropharyngée ; Thrombophlébite septique de la veine jugulaire interne,C0343525
137862,Syndrome de Martínez-Frías,-,Q45.8,2384,-,-,601346,-,Syndrome d'atrésie biliaire duodénale et extrahépatique-hypoplasie du pancréas-malrotation intestinale,C1832443
137867,Maladie du motoneurone type Madras,"Adolescence, Enfance, Adulte",G12.2,-,-,-,-,<1 / 1 000 000,-,C0393551
137888,Syndrome auriculo-condylaire,"Petite enfance, Néonatal",Q75.8,9798,-,C538270,602483  612798  614669  615706,<1 / 1 000 000,Syndrome des oreilles en forme de point d'interrogation,C1865295
137893,"Infertilité masculine associée à des spermatozoïdes à tête large, polyploïdes, multiflagellés",-,N46,12385,-,-,243060,-,-,C0403812
137898,Syndrome de leucoencéphalopathie avec atteinte du tronc cérébral et de la moelle épinière-élévation des lactates,Enfance,E75.2,12652,-,-,611105,<1 / 1 000 000,-,C1970180
137902,Hypoplasie/aplasie isolée du nerf optique,-,H47.0,8419,-,-,165550,-,-,C0338502
137908,Hypotonie avec acidose lactique et hyperammonémie,"Prénatal, Néonatal",E88.8,-,-,-,611719,<1 / 1 000 000,COXPD5 ; Déficit combiné de la phosphorylation oxydative type 5,C2673642
137911,Syndrome d'autisme-angiome facial,"Petite enfance, Néonatal",-,10303,-,-,-,<1 / 1 000 000,-,-
137914,Atrésie des choanes,"Enfance, Petite enfance, Néonatal",Q30.0,-,10008587,D002754,608911,1-9 / 100 000,Atrésie choanale,C0008297
137917,Atrésie unilatérale des choanes,"Petite enfance, Néonatal",Q30.0,-,-,-,-,1-9 / 100 000,Atrésie choanale unilatérale,-
137920,Atrésie bilatérale des choanes,"Petite enfance, Néonatal",Q30.0,-,-,-,-,Inconnu,Atrésie choanale bilatérale,-
137926,Lymphangiome laryngé primaire,-,D18.1,-,-,-,-,-,-,-
137929,Anomalie fonctionnelle néonatale du tronc cérébral,-,-,-,-,-,-,-,-,-
137932,Paralysie laryngée congénitale,-,J38.0,12713,-,-,-,-,Paralysie congénitale des cordes vocales,C0396058
137935,Angiome laryngotrachéal,-,D18.0,-,-,-,-,-,-,-
139396,"Adrénoleucodystrophie liée à l'X, forme cérébrale",Tout âge,E71.3,9412,-,-,300100,<1 / 1 000 000,-,-
139399,Adrénomyéloneuropathie,Adulte,E71.3,10614,-,-,300100,-,-,C1527231
139402,Eruption cutanée avec éosinophilie et symptômes systémiques,Tout âge,T78.4,-,10058919,-,-,Inconnu,Hypersensibilité médicamenteuse avec éosinophiles et manifestations systémiques ; Syndrome DRESS,C1142139  C3541994
139406,Encéphalopathie due à un déficit en prosaposine,"Petite enfance, Néonatal",E75.2,12505,-,-,611721,<1 / 1 000 000,Déficit global en prosaposine,-
139411,Triade de Carney,"Adolescence, Adulte",D44.8,10924,-,-,604287,<1 / 1 000 000,-,C1858592
139414,Naevus panfolliculaire congénital,"Petite enfance, Néonatal",-,-,-,-,-,<1 / 1 000 000,-,-
139417,Myélite transverse aiguë,-,G37.3,-,-,-,-,Inconnu,-,C0270627
139420,Myélite transverse aiguë secondaire,Tout âge,G37.3,-,-,-,-,Inconnu,-,-
139423,Myélite transverse aiguë idiopathique,Tout âge,G37.3,-,-,-,-,Inconnu,-,-
139426,Myoclonie péri-orale avec absence,Enfance,-,-,-,-,-,<1 / 1 000 000,POMA,-
139431,Syndrome de Jeavons,Enfance,G40.3,-,-,-,-,Inconnu,EMEA ; Myoclonie des paupières avec ou sans absence,-
139436,Réticulohistiocytose multicentrique,Adulte,D76.3,7103,10070595,-,-,Inconnu,Dermatoarthrite lipoïdique ; Hystiocytomatose à cellules géantes,C0311284
139441,Hypomyélinisation avec atrophie des noyaux gris centraux et du cervelet,"Petite enfance, Enfance",E75.2,10917,-,-,612438,<1 / 1 000 000,H-ABC ; Hypomyélinisation avec atrophie des ganglions de la base et du cervelet,-
139444,Leucoencéphalopathie avec kystes bilatéraux de la partie antérieure du lobe temporal,"Petite enfance, Néonatal",E75.2,-,-,-,-,<1 / 1 000 000,-,-
139447,Leucoencéphalopathie cavitaire progressive,"Petite enfance, Enfance",E75.2,-,-,-,-,<1 / 1 000 000,-,-
139450,Syndrome de microtie-colobome oculaire-imperforation du canal lacrymonasal,Non documenté,Q15.8,10300,-,-,611863,<1 / 1 000 000,Syndrome de Balikova-Vermeesch,C2678482
139455,Bestrophinopathie autosomique récessive,Tout âge,H35.5,-,-,-,611809,<1 / 1 000 000,Rétinopathie type Burgess-Black,-
139466,Syndrome SERKAL,Prénatal,Q87.8,10302,-,-,611812,<1 / 1 000 000,"Syndrome de réversion sexuelle-dysgénesies rénale, surrénalienne et pulmonaire",C2678492
139471,Microphtalmie avec anomalies cérébrales et des mains,-,Q11.2,3645,-,-,607932,<1 / 1 000 000,MCOPS6 ; Microphtalmie syndromique type 6 ; Syndrome de Bakrania-Ragge,C1864689
139474,Syndrome de microduplication 17q11.2,"Petite enfance, Néonatal",Q92.3,-,-,-,613675,<1 / 1 000 000,Dup(17)(q11.2) ; Syndrome de Grisart-Destrée ; Trisomie 17q11.2,C3150928
139477,Syndrome d'Al-Gazali-Dattani,-,-,-,-,-,612379,-,-,-
139480,Paraplégie spastique autosomique récessive type 39,Enfance,G11.4,4924,-,-,612020,<1 / 1 000 000,Paraplégie spastique due à une mutation de l'estérase neurotoxique ; Paraplégie spastique due à une mutation de la NTE ; SPG39,C2677586
139485,Ataxie cérébelleuse autosomique récessive par déficit en ubiquinone,Enfance,G11.1,10294,-,-,612016,<1 / 1 000 000,ARCA2 ; Ataxie autosomique récessive par déficit en coenzyme Q10 ; Ataxie cérébelleuse autosomique récessive type 2 ; Ataxie spinocérébelleuse autosomique récessive type 9 ; SCAR9,C2677589
139491,Hémochromatose type 4,Tout âge,E83.1,10094,-,C537249,606069,<1 / 1 000 000,Hémochromatose héréditaire autosomique dominante ; Hémochromatose par défaut en ferroportine ; Maladie ferroportine,C1853733
139507,Hémochromatose africaine,-,E83.1,8495,-,-,601195,-,Sidérose bantoue ; Sidérose des Bantous,C0268063
139512,Neuropathie avec trouble de l'audition,Adulte,G60.8,-,-,-,-,<1 / 1 000 000,-,-
139515,Maladie de Charcot-Marie-Tooth type 4J,"Petite enfance, Enfance, Adulte",G60.0,12443,-,-,611228,<1 / 1 000 000,CMT4J,C1970011
139518,Neuropathie motrice distale héréditaire type 1,"Adolescence, Adulte, Enfance",G12.2,-,-,-,182960,-,Atrophie musculaire spinale distale juvénile autosomique dominante type 1 ; dHMN1,C1866784
139525,Neuropathie motrice distale héréditaire type 2,"Adolescence, Adulte",G12.2,-,-,-,158590  608634  613376  615575,<1 / 1 000 000,Atrophie musculaire spinale distale type 2 ; dHMN2 ; dSMA2,C1854023  C3711384
139536,Neuropathie motrice distale héréditaire type 5,"Adolescence, Enfance, Adulte",G12.2,-,-,-,600794  614751,-,Amyotrophie spinale distale type 5 ; Neuropathie motrice distale héréditaire type V ; dHMN5,C1833308
139547,Amyotrophie spinale distale type 3,"Petite enfance, Enfance, Adolescence, Adulte",G12.2,-,-,-,607088,<1 / 1 000 000,Amyotrophie spinale distale autosomique récessive type 3 ; Atrophie musculaire spinale distale autosomique récessive type 3 ; Neuropathie motrice distale héréditaire types 3 et 4 ; dHMN3 et dHMN4 ; dSMA3,C1846823
139552,Neuropathie motrice distale héréditaire type Jerash,Enfance,G12.2,10133,-,-,605726,<1 / 1 000 000,Amyotrophie spinale distale autosomique récessive type 2 ; Atrophie musculaire spinale distale autosomique récessive type 2 ; dHMNJ,C1854023
139557,Atrophie musculaire spinale distale liée à l'X type 3,"Adolescence, Adulte, Petite enfance, Enfance",G12.2,-,-,-,300489,<1 / 1 000 000,Atrophie musculaire spinale distale liée à ATP7A ; DSMAX ; Neuropathie motrice distale héréditaire liée à l'X de type 3 ; SMAX3 ; dHMN3 liée à l'X ; dSMA3 liée à l'X,C1845359
139564,Neuropathie héréditaire sensitive et autonomique type 1B,Adulte,G60.8,-,-,-,608088,<1 / 1 000 000,NHSA avec toux et reflux gastrique ; NHSA1B ; Neuropathie héréditaire sensitive et autonomique type 1 avec toux et reflux gastrique ; Neuropathie héréditaire sensitive et autonomique type IB,C1842586
139573,Neuropathie héréditaire sensitive et autonomique avec surdité et retard de développement,"Petite enfance, Enfance",G60.8,-,-,-,-,<1 / 1 000 000,NHSA avec surdité et retard de dévelopement,-
139578,Neuropathie héréditaire sensitive et autonomique avec paraplégie spastique,"Enfance, Petite enfance",G60.8,-,-,-,256840,<1 / 1 000 000,NHSA avec paraplégie spastique,C1850395
139583,Neuropathie héréditaire sensitive et autonomique liée à l'X avec surdité,Enfance,G60.8,12731,-,-,300614,<1 / 1 000 000,NHSA avec surdité liée à l'X ; Neuropathie auditive avec neuropathie sensitive périphérique de type 1 liée à l'X,-
139589,Neuropathie motrice distale héréditaire type 7,"Enfance, Adolescence, Adulte",G12.2,-,-,-,158580  607641,-,Atrophie musculaire spinale distale avec paralysie des cordes vocales ; dHMN7,-
140286,Hypoparathyroïdie secondaire due à un défaut de sécrétion de parathormone,-,E20.8,-,-,-,-,-,-,-
140436,Malformation veineuse osseuse primaire,-,D18.0,-,-,-,606893,-,Hémangiome intraosseux ; Malformation veineuse osseuse,C1847197
140481,"Ralentissement de la vitesse de conduction nerveuse, forme autosomique dominante",Adulte,G60.0,-,-,-,608236,<1 / 1 000 000,-,C1842357
140896,Infection respiratoire aïgue au coronavirus,Tout âge,U04.9,9237,10061982,D045169,-,Inconnu,-,C1175175
140905,Hyperlipidémie due à un déficit en triglycéride lipase hépatique,-,E78.4,12864,-,-,614025,-,Hyperlipidémie due à un déficit en lipase hépatique,-
140908,Brachydactylie type B2,-,Q73.8,-,-,-,611377,-,-,C1969652
140917,Ankylose de l'étrier avec pouces et orteils larges,"Petite enfance, Néonatal",Q87.8,-,-,-,184460,<1 / 1 000 000,Syndrome de Teunissen-Cremers,C1866656
140922,Dystrophie musculaire des ceintures autosomique récessive type 2J,"Enfance, Adolescence, Adulte",G71.0,12534,-,-,608807,<1 / 1 000 000,LGMD2J,C1837342
140927,Convulsions néonatales-infantiles bénignes familiales,"Petite enfance, Néonatal",G40.4,1518,10067866,-,607745,<1 / 1 000 000,Epilepsie néonatale-infantile bénigne,C0220669
140933,Atrophodermie linéaire de Moulin,Enfance,L90.8,-,-,-,-,<1 / 1 000 000,-,C1274753
140936,Syndrome de Lelis,"Enfance, Adolescence, Adulte",-,10367,-,-,608290,<1 / 1 000 000,Syndrome de dysplasie ectodermique-acanthosis nigricans,C1842307
140941,Petite taille par déficit primaire en sous-unité acide labile,"Petite enfance, Néonatal",E34.3,-,-,-,615961,<1 / 1 000 000,-,-
140944,Syndrome CLOVES,"Petite enfance, Néonatal",Q87.3,10939,-,-,612918,<1 / 1 000 000,Syndrome d'excroissance lipomateuse congénitale-malformation vasculaire-naevus épidermique-anomalie rachidienne ; Syndrome d'excroissance lipomateuse congénitale-malformation vasculaire-naevus épidermique-anomalie squelettique,-
140949,Priapisme à flux réduit,-,N48.3,-,-,-,-,1-9 / 100 000,-,-
140952,Syndrome de syndactylie-télécanthus-malformations rénale et anogénitale,"Petite enfance, Néonatal",Q87.8,10295,-,-,300707,<1 / 1 000 000,Syndrome STAR,C2678045
140957,Macrothrombocytopénie autosomique dominant,-,D69.4,-,-,-,187800  613112  615193,<1 / 1 000 000,-,-
140963,Syndrome de microtie bilatérale-surdité-fente palatine,Néonatal,Q87.0,-,-,-,612290,<1 / 1 000 000,-,C2676772
140966,Kératodermie palmoplantaire type Nagashima,"Petite enfance, Enfance",Q82.8,-,-,-,615598,<1 / 1 000 000,Hyperkératose palmoplantaire type Nagashima ; KPP type Nagashima ; PPK type Nagashima,-
140969,Syndrome de Saldino-Mainzer,-,Q87.5,8600,-,C535463,266920  615630,<1 / 1 000 000,Syndrome conorénal ; Syndrome de dysplasie rénale-dystrophie pigmentaire de la rétine-ataxie cérébelleuse-dysplasie osseuse,C1849437
140976,Syndrome RHYNS,-,-,9681,-,C537612,602152,<1 / 1 000 000,Syndrome de rétinite pigmentaire-hypopituitarisme-néphronophtise-dysplasie osseuse,C1865794
140989,Vascularite primaire du système nerveux central,Tout âge,I67.7,8703,-,C535276  D020293,-,Inconnu,Angéite isolée du système nerveux central ; Angéite primaire du système nerveux central ; PACNS ; PCNSV,C0751881  C2930862
141000,Syndrome oro-facio-digital type 11,Néonatal,Q87.0,4118,-,-,612913,<1 / 1 000 000,OFD11 ; Syndrome oro-facio-digital type Gabrielli,C2752048
141007,Syndrome oro-facio-digital type 9,-,Q87.0,10520,-,-,258865,<1 / 1 000 000,OFD9 ; Syndrome oro-facio-digital avec anomalies rétiniennes,C0796102
141013,Anomalie de la première fente branchiale,-,Q18.0,-,-,-,-,-,Fistule de la première fente branchiale ; Kyste de la première fente branchiale,-
141022,Anomalie de la deuxième fente branchiale,-,Q18.0,-,-,-,113600,-,Anomalie de la seconde fente branchiale ; Fistule de la deuxième fente branchiale ; Fistule de la seconde fente branchiale ; Kyste de la deuxième fente branchiale ; Kyste de la seconde fente branchiale,-
141030,Anomalie de la troisième fente branchiale,-,Q18.0,-,-,-,-,-,Fistule de la troisième fente branchiale ; Kyste de la troisième fente branchiale,-
141037,Anomalie de la quatrième fente branchiale,-,Q18.0,-,-,-,-,-,Fistule de la quatrième fente branchial ; Kyste de la quatrième fente branchiale,-
141046,Kyste dermoïde cervical,-,Q18.8,-,-,-,-,-,Kyste dermoïde du cou,-
141051,Kyste dermoïde de la face,-,Q18.8,-,-,-,-,-,Kyste dermoïde du visage,-
141061,Fistule de la commissure labiale,-,Q38.0,-,-,-,-,-,-,-
141064,Fistule de la lèvre inférieure,-,Q38.0,-,-,-,-,-,Fistule labiale inférieure,-
141067,Fibrochondrome cervico-facial,-,-,-,-,-,-,-,Enchondrome cervico-facial,-
141071,Duplication digestive linguale,-,Q38.3,-,-,-,-,-,Duplication entérique de la langue ; Duplication gastrique linguale ; Duplication intestinale linguale,-
141074,Aplasie/hypoplasie du conduit auditif externe,Néonatal,Q16.1,-,-,-,108760  607842,-,Sténose/atrésie du conduit auditif externe,-
141077,Tératome épignathe,"Prénatal, Néonatal",D37.0,-,-,-,-,-,Tératome oropharyngé mature,C0266725
141083,Kyste lacrymo-nasal,"Néonatal, Petite enfance, Adulte",H04.6,-,-,-,-,Inconnu,Dacryocystocèle ; Dacryocèle ; Mucocèle lacrymo-nasal,C0155241
141091,Polyrhinie,"Néonatal, Prénatal",Q30.8,-,-,-,-,Inconnu,Nez double,-
141096,Narine surnuméraire,"Néonatal, Prénatal",Q30.8,-,-,-,-,<1 / 1 000 000,-,-
141099,Proboscis latéral,"Petite enfance, Néonatal, Prénatal",Q30.8,-,-,-,-,Inconnu,Nez tubulaire congénital,-
141103,Kyste dermoïde nasal,-,Q18.8,-,-,-,600679,-,-,C1833473
141107,Tératome nasopharyngé,-,D10.6,-,-,-,-,-,Tératome du nasopharynx,-
141112,Hétérotopie gliale nasale,-,-,-,-,-,-,-,Gliome nasal,C0266490
141115,Gangliogliome nasal,-,-,-,-,-,-,-,-,-
141118,Encéphalocèle nasale,-,Q01.1,-,-,-,-,-,-,C0014066
141121,Sténose sous-glottique congénitale,-,Q31.1,-,-,-,-,-,-,C0238441  C0396051
141124,Kyste laryngé congénital,-,Q31.8,-,-,-,-,-,-,C0339880
141127,Sténose trachéale congénitale,-,Q32.1,12008,-,C536975,603569,-,-,C0265767
141136,Syndrome otomandibulaire,Néonatal,Q75.8,6582,-,-,164210,-,Dysostose oto-mandibulaire ; Microsomie hémifaciale ; Microsomie latéro-faciale ; Syndrome du premier arc branchial,-
141145,Hyperplasie hémifaciale,-,Q67.4,-,-,-,133900,-,Hypertrophie hémifaciale,C1399354
141148,Myohyperplasie hémifaciale,Néonatal,Q67.4,10084,-,C535862,606773,<1 / 1 000 000,-,C1847521
141152,Hypoglossie/aglossie isolée congénitale,-,Q38.3,-,-,-,612776,Inconnu,-,-
141163,Ankylose glossopalatine,"Petite enfance, Néonatal",Q38.3,-,-,-,-,<1 / 1 000 000,Syndrome de Cosack,-
141168,Malformation artério-veineuse fronto-nasale,-,Q27.3,-,-,-,-,-,-,-
141171,Malformation artério-veineuse du maxillaire,-,Q27.3,-,-,-,-,-,-,-
141174,Malformation artério-veineuse mandibulaire,-,Q27.3,-,-,-,-,-,-,-
141179,Hémangiome congénital non involutif,"Petite enfance, Néonatal",D18.0,10890,-,-,-,Inconnu,NICH,C1275417
141184,Hémangiome congénital rapidement involutif,"Petite enfance, Néonatal",D18.0,-,-,-,-,Inconnu,RICH,C1275421
141194,Syndrome métamérique artério-veineux cérébro-facial type 1,-,Q28.2,-,-,-,-,-,CAMS1,-
141199,Syndrome métamérique artério-veineux cérébro-facial type 3,-,Q28.2,-,-,-,-,-,CAMS3,-
141209,Malformation lymphatique diffuse,"Petite enfance, Néonatal",I89.8,-,-,-,-,-,GLA ; Lymphangiomatose diffuse ; Lymphangiomatose disséminée ; Lymphangiome diffus ; Lymphangiome disséminé ; Malformation lymphatique disséminée,-
141214,Syngnathie congénitale isolée,-,Q67.4,-,-,-,-,-,Fusion maxillo-mandibulaire congénitale isolée,-
141219,Fistule/kyste du dos du nez,-,Q18.8,-,-,-,-,-,-,-
141239,Fente médiane labio-maxillaire,-,Q18.8,-,-,-,-,-,Fente médiane de l'étage moyen de la face,-
141242,Fente nasale paramédiane,"Prénatal, Néonatal",Q18.8,-,-,-,614687,-,Fente du nez ; Fente faciale 1 de Tessier à l'étage nasal,C0221363
141258,Fente faciale 4 de Tessier,"Prénatal, Néonatal",Q18.8,-,-,-,600251,<1 / 1 000 000,-,-
141261,Fente faciale 5 de Tessier,"Prénatal, Néonatal",Q18.8,-,-,-,-,-,-,-
141265,Fente faciale 6 de Tessier,"Prénatal, Néonatal",Q18.8,-,-,-,-,-,-,-
141276,Fente faciale commissurale,"Prénatal, Néonatal",Q18.4,-,-,-,613545,-,Macrostomie,C0024433
141288,Fente cervicale médiane,-,Q18.8,-,-,-,-,-,-,C1274890
141291,Fente labio-alvéolaire,"Petite enfance, Néonatal",Q36.0  Q36.1  Q36.9,-,-,-,119530  129400  225060  600757  602966  608371  608874  610361  612858,6-9 / 10 000,Fente labio-maxillaire,C1298692
141327,Syndrome oro-facio-digital type 12,Néonatal,Q87.0,10693,-,C548034,-,<1 / 1 000 000,OFD12 ; Syndrome de Moran-Barroso,C2932679
141330,Syndrome oro-facio-digital type 13,Néonatal,Q87.0,10694,-,C548035,-,<1 / 1 000 000,OFD13 ; Syndrome de Degner,C2932680
141333,Syndrome de Biemond type 2,"Prénatal, Néonatal",-,882,-,-,210350,<1 / 1 000 000,Syndrome d'hypogonadisme-petite taille-colobome-polydactylie préaxiale,C1859487  C2930903
155838,Kyste ou fistule du pavillon de l'oreille,-,Q18.8,-,-,-,-,-,-,-
155878,Fente palatine submuqueuse,-,Q35.9,-,-,-,-,-,-,-
155884,Colobome de la paupière supérieure,-,Q10.3,-,-,-,-,-,Colobome palpébral supérieur,-
155889,Colobome de la paupière inférieure,-,Q10.3,-,-,-,-,-,Colobome palpébral inférieur,-
156156,"Lipoatrophie avec diabète, papules leucomélanodermiques, stéatose hépatique et cardiomyopathie hypertrophique",Adulte,-,-,-,-,-,<1 / 1 000 000,-,-
156723,Dysplasie de Piepkorn,-,-,4836,-,-,-,-,Syndrome de côtes courtes-craniosynostose-polysyndactylie,C0432201
156728,Dysplasie spondylo-épimétaphysaire type matrilin-3,"Prénatal, Néonatal",Q77.7,10611,-,-,608728,<1 / 1 000 000,SEMD type MATN3 ; SEMD type matrilin-3,C1837481
156731,Dysplasie dyssegmentaire type Rolland-Desbuquois,"Prénatal, Néonatal",Q77.7,9810,-,C537999,224400,-,-,C0432209
157215,Rachitisme hypophosphatémique héréditaire avec hypercalciurie,"Petite enfance, Enfance",E83.3,-,-,-,241530,<1 / 1 000 000,HHRH,C1853271
157713,Syndrome CACH congénital ou infantile à début précoce,"Néonatal, Petite enfance",E75.2,-,-,-,603896,-,-,-
157716,Syndrome CACH infantile tardif,Enfance,E75.2,-,-,-,603896,-,-,-
157719,Syndrome CACH juvénile ou de l'adulte,"Adolescence, Adulte",E75.2,-,-,-,603896,-,-,-
157769,Situs ambiguus,Prénatal,Q89.3,-,10059119,-,-,-,Situs inverse ; Situs inversus incomplet ; Situs inversus partiel,C0266642  C1167664
157788,Syndrome d'hypospadias-hypertélorisme-colobome et surdité,-,Q87.0,-,-,-,603463,-,-,C1863870
157791,Hémangioendothéliome épithélioïde,"Enfance, Adolescence, Adulte, Troisième age",D18.0,-,-,D018323,-,Inconnu,-,C0206732
157794,Polypose mixte héréditaire,Enfance,D12.6,-,-,-,601228  610069,-,-,-
157798,Polypose hyperplasique,-,D12.6,-,-,-,175020  617108,1-5 / 10 000,-,-
157801,Syndactylie mésoaxiale synostosique avec réduction phalangienne,"Petite enfance, Néonatal",Q70.0  Q70.2,10590,-,-,609432,<1 / 1 000 000,MSSD ; Syndactylie type 9 ; Syndactylie type Malik-Percin,C1836206
157808,Pseudoarthrose congénitale des membres,-,-,-,-,-,609143,-,Pseudarthrose congénitale des membres,-
157820,Syndrome de la transpiration induite par le froid,"Enfance, Adulte",G90.8,-,-,-,272430  610313  617055,<1 / 1 000 000,CISS,-
157823,Syndrome de Klüver-Bucy,-,-,6840,10066431,D020232,-,-,-,C0270707
