id;OrphaNumber;ExpertLink;Name;Type;statut;Synonymes;nsyn;ICD-10;MedDRA;MeSH;OMIM;UMLS
11679;85289;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85289;X-linked intellectual disability, Vitale type;Malformation syndrome;"Deprecated entity ; on-line";;;Q87.8;"";"";300360;""
11680;85290;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85290;X-linked intellectual disability, Wilson type;Malformation syndrome;on-line;;;Q87.8;"";"";309545;""
11681;85291;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85291;X-linked intellectual disability, Wittwer type;Malformation syndrome;"Deprecated entity ; on-line";Wittwer syndrome;1;Q87.8;"";C536760;300421;"C0796202 ; C2931314"
11682;85292;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85292;X-linked spinocerebellar ataxia type 4;Disease;on-line;"SCAX4 ; X-linked ataxia-dementia syndrome";2;G11.1;"";C537316;301840;C1844933
11683;85293;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85293;X-linked intellectual disability, Cabezas type;Malformation syndrome;on-line;Cabezas syndrome;1;Q87.8;"";"";300354;C1845861
11684;85294;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85294;X-linked epilepsy-learning disabilities-behavior disorders syndrome;Disease;on-line;;;Q87.8;"";"";300491;C1845343
11685;85295;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85295;HSD10 disease, atypical type;Clinical subtype;on-line;"HSD10 deficiency, atypical type ; Syndromic X-linked intellectual disability type 10 ; X-linked intellectual disability-choreoathetosis-abnormal behavior syndrome";3;G25.5;"";"";300438;""
11686;85297;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85297;X-linked spinocerebellar ataxia type 3;Malformation syndrome;on-line;"SCAX3 ; X-linked ataxia-deafness syndrome";2;G11.1;"";C537315;301790;C1844936
11687;85317;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85317;X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
11689;85319;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85319;X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
11690;85320;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85320;X-linked intellectual disability-macrocephaly-macroorchidism syndrome;Malformation syndrome;on-line;Johnson syndrome;1;Q87.8;"";"";"";""
11691;85321;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85321;Deafness-intellectual disability syndrome, Martin-Probst type;Malformation syndrome;on-line;"Martin-Probst syndrome ; X-linked deafness-intellectual disability syndrome syndrome";2;Q87.8;"";"";300519;C1845285
11692;85322;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85322;X-linked intellectual disability, Pai type;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
11693;85323;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85323;X-linked intellectual disability, Seemanova type;Disease;on-line;;;Q87.8;"";"";"";""
11694;85324;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85324;X-linked intellectual disability, Shrimpton type;Malformation syndrome;on-line;MRXS9;1;Q87.8;"";"";300709;""
11695;85325;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85325;X-linked intellectual disability, Stevenson type;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
11696;85326;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85326;X-linked intellectual disability, Stoll type;Malformation syndrome;on-line;;;Q87.8;"";"";"";""
11697;85327;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85327;X-linked intellectual disability-acromegaly-hyperactivity syndrome;Disease;on-line;;;Q87.8;"";"";"";""
11698;85328;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85328;X-linked intellectual disability, Turner type;Malformation syndrome;on-line;;;Q87.8;"";"";300706;C2678046
11699;85329;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85329;X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome;Malformation syndrome;on-line;;;Q87.8;"";"";304340;""
11700;85330;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85330;X-linked intellectual disability-corpus callosum agenesis-spastic quadriparesis syndrome;Disease;on-line;;;Q87.8;"";"";"";""
11702;85332;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85332;X-linked intellectual disability-retinitis pigmentosa syndrome;Disease;on-line;"Aldred syndrome ; Retinitis pigmentosa and intellectual disability due to Xp11.3 microdeletion ; Retinitis pigmentosa and intellectual disability due to del(X)(p11.3) ; Retinitis pigmentosa and intellectual disability due to monosomy Xp11.3";4;H35.5;"";"";300578;C0795873
11703;85333;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85333;X-linked intellectual disability-spastic paraplegia with iron deposits syndrome;Disease;"Deprecated entity ; on-line";Arena syndrome;1;G11.4;"";"";"";C2931491
11704;85334;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85334;X-linked neurodegenerative syndrome, Bertini type;Disease;on-line;;;G31.8;"";"";"";""
11705;85335;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85335;Fried syndrome;Malformation syndrome;on-line;;;Q87.8;"";"";304340;""
11706;85336;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85336;X-linked neurodegenerative syndrome, Hamel type;Disease;on-line;;;G31.8;"";"";"";""
11707;85337;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85337;X-linked intellectual disability, Zorick type;Disease;"Deprecated entity ; on-line";;;G31.8;"";"";"";""
11708;85338;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85338;X-linked intellectual disability-ataxia-apraxia syndrome;Disease;"Historical entity ; on-line";;;G31.8;"";"";"";""
11709;85408;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85408;Rheumatoid factor-negative juvenile idiopathic arthritis;Disease;on-line;"Juvenile rheumatoid factor-negative polyarthritis ; Polyarthritis without rheumatoid factor ; Rheumatoid factor-negative JIA";3;M08.3;"";"";"";""
11710;85410;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85410;Oligoarticular juvenile idiopathic arthritis;Disease;on-line;"Oligoarticular JIA ; Pauciarticular chronic arthritis";2;M08.4;"";"";"";C2931171
11711;85414;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85414;Systemic-onset juvenile idiopathic arthritis;Disease;on-line;"Still disease ; Systemic polyarthritis ; Systemic-onset JIA";3;M08.2;"";"";604302;"C0087031 ; C1384600"
11712;85435;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85435;Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis;Disease;on-line;"Juvenile idiopathic rheumatoid factor-positive polyarthritis ; Polyarthritis with rheumatoid factor ; Rheumatoid factor-positive polyarticular JIA";3;M08.0;"";"";"";""
11713;85436;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85436;Psoriasis-related juvenile idiopathic arthritis;Disease;on-line;"Juvenile psoriatic arthritis ; Psoriasis-related JIA";2;"L40.5+ ; M09.0*";"";"";"";C0409672
11715;85438;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85438;Enthesitis-related juvenile idiopathic arthritis;Disease;on-line;"ERA ; Enthesitis-related JIA";2;M08.8;"";"";"";C3495919
11716;85442;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85442;Short stature-pituitary and cerebellar defects-small sella turcica syndrome;Disease;on-line;;;"";"";"";262700;""
11717;85443;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85443;AL amyloidosis;Disease;on-line;"Light-chain amyloidosis ; Primary amyloidosis";2;E85.9;10036673;C531616;254500;C0268381
11718;85445;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85445;AA amyloidosis;Disease;on-line;"Inflammatory amyloidosis ; Reactive amyloidosis ; Secondary amyloidosis";3;E85.3;10039811;"";"";C0221014
11719;85446;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85446;Wild type ABeta2M amyloidosis;Disease;on-line;"ABeta2Mwt amyloidosis ; Dialysis-related amyloidosis ; Dialysis-related arthropathy ; Wild type ABeta2-microglobulinic amyloidosis";4;E85.3;"";"";"";""
11720;85447;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85447;ATTRV30M amyloidosis;Disease;on-line;"ATTRV30M-related amyloidosis ; Familial amyloid polyneuropathy type I ; Familial amyloid polyneuropathy, Portuguese-Swedish-Japanese type ; TTR amyloid neuropathy ; Transthyretin amyloid neuropathy ; Transthyretin amyloid polyneuropathy";6;"G63.3* ; E85.1+";"";"";105210;C0206245
11721;85448;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85448;AGel amyloidosis;Disease;on-line;"Familial amyloid polyneuropathy type IV ; Familial amyloidosis, Finnish type ; Gelsolin amyloidosis ; Hereditary amyloidosis, Finnish type";4;E85.1;"";"";105120;C0936273
11722;85450;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85450;Hereditary amyloidosis with primary renal involvement;Disease;on-line;"Amyloidosis, Ostertag type ; Familial amyloid nephropathy ; Familial renal amyloidosis ; Hereditary amyloid nephropathy ; Hereditary renal amyloidosis";5;E85.0;"";"";105200;""
11723;85451;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85451;ATTRV122I amyloidosis;Disease;on-line;"ATTR cardiomyopathy ; ATTRV122I-related  amyloidosis ; TTR-related amyloid cardiomyopathy ; TTR-related cardiac amyloidosis ; Transthyretin amyloid cardiopathy ; Transthyretin-related familial amyloid cardiomyopathy";6;"I43.1* ; E85.4+";"";"";105210;""
11724;85453;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85453;X-linked reticulate pigmentary disorder;Disease;on-line;"Familial cutaneous amyloidosis ; PDR ; Partington disease ; X-linked cutaneous amyloidosis ; XLPDR";5;"E85.0+ ; L99.0*";"";"";301220;"C1845050 ; C0796250"
11725;85458;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=85458;Hereditary cerebral hemorrhage with amyloidosis;Disease;on-line;HCHWA;1;"E85.4+ ; I68.0*";"";"";"105150 ; 605714";C1510489
11726;86309;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86309;DPAGT1-CDG;Disease;on-line;"CDG syndrome type Ij ; CDG-Ij ; CDG1J ; Carbohydrate deficient glycoprotein syndrome type Ij ; Congenital disorder of glycosylation type 1j ; Congenital disorder of glycosylation type Ij ; Dolichyl-phosphate N-acetylgalactosamine phosphotransferase deficiency";7;E77.8;"";"";608093;C2931004
11727;86788;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86788;X-linked severe congenital neutropenia;Disease;on-line;;;D70;"";"";300299;C1845987
11728;86789;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86789;Patella aplasia/hypoplasia;Morphological anomaly;on-line;PTLAH;1;Q74.1;"";C535568;168860;C1868577
11730;86795;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86795;Localized lichen myxedematosus;Group of phenomes;on-line;Papular mucinosis;1;L98.5;"";"";"";C0263390
11731;86797;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86797;Atypical lichen myxedematosus;Disease;on-line;Intermediate lichen myxedematosus;1;L98.5;"";"";"";""
11732;86812;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86812;Autosomal recessive limb-girdle muscular dystrophy type 2K;Disease;on-line;"LGMD2K ; Limb-girdle muscular dystrophy-intellectual disability syndrome";2;G71.0;"";"";609308;C1836373
11733;86813;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86813;Helicoid peripapillary chorioretinal degeneration;Disease;on-line;"Atrophia areata ; SCRA ; Sveinsson chorioretinal atrophy";3;H31.2;"";"";108985;C1862382
11734;86814;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86814;Benign adult familial myoclonic epilepsy;Disease;on-line;"ADCME ; Autosomal dominant cortical myoclonus and epilepsy ; BAFME ; Benign adult familial myoclonus epilepsy ; FAME ; FCMTE ; Familial adult myoclonic epilepsy ; Familial cortical myoclonic tremor and epilepsy";8;G40.3;"";"";"601068 ; 607876 ; 613608 ; 615127 ; 615400";""
11735;86815;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86815;Aplasia of lacrimal and salivary glands;Disease;on-line;"ALSG ; Congenital absence of lacrimal puncta and salivary glands";2;"Q10.4 ; Q38.4";"";"";180920;C0158667
11736;86816;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86816;Congenital analbuminemia;Disease;on-line;;;R77.0;"";"";616000;""
11737;86817;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86817;Hemolytic anemia due to adenylate kinase deficiency;Disease;on-line;;;D55.3;"";"";612631;C2675459
11738;86818;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86818;Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome;Disease;on-line;"AMME complex ; AMME syndrome ; ATS-MR";3;Q87.8;"";"";"300194 ; 300990";C1846242
11739;86819;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86819;Atrichia with papular lesions;Disease;on-line;Papular atrichia;1;L65.8;"";"";209500;C1859592
11740;86820;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86820;Familial avascular necrosis of femoral head;Disease;on-line;Familial osteonecrosis of the femoral head;1;M87.8;"";"";"608805 ; 617383";""
11741;86821;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86821;Lissencephaly type 3-familial fetal akinesia sequence syndrome;Malformation syndrome;on-line;;;Q04.3;"";"";"";""
11742;86822;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86822;Lissencephaly type 3-metacarpal bone dysplasia syndrome;Malformation syndrome;on-line;;;Q04.3;"";"";601160;""
11743;86823;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86823;Lissencephaly with cerebellar hypoplasia;Group of phenomes;on-line;LCH;1;Q04.3;"";"";"";""
11744;86829;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86829;Chronic neutrophilic leukemia;Disease;on-line;;;D47.1;"";D015467;"";C0023481
11745;86830;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86830;Chronic myeloproliferative disease, unclassifiable;Disease;on-line;"CMPD-U ; Undifferentiated myeloproliferative disease";2;D47.1;"";"";131440;""
11747;86834;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86834;Juvenile myelomonocytic leukemia;Disease;on-line;"JMML ; Juvenile chronic myelomonocytic leukemia";2;C93.3;10023249;D054429;607785;C0349639
11748;86836;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86836;Refractory cytopenia with multilineage dysplasia;Group of phenomes;on-line;;;D46.7;10067959;"";"";C0796466
11749;86839;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86839;Refractory anemia with excess blasts;Disease;on-line;RAEB;1;D46.2;10038270;D000754;"";C0002894
11750;86841;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86841;Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality;Disease;on-line;5q- syndrome;1;D46.7;"";"";153550;"C1292779 ; C0740302"
11751;86843;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86843;Acute panmyelosis with myelofibrosis;Disease;on-line;"Acute myelodysplasia with myelofibrosis ; Acute myelofibrosis ; Acute myelosclerosis";3;C94.4;10000879;"";"";C0334674
11752;86845;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86845;Acute myeloid leukaemia with myelodysplasia-related features;Disease;on-line;"AML with multilineage dysplasia ; AML with myelodysplasia-related features ; Acute myeloid leukemia with multilineage dysplasia";3;C92.8;"";"";601626;C1292773
11753;86846;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86846;Therapy related acute myeloid leukemia and myelodysplastic syndrome;Group of phenomes;"on-line ; Category";"Secondary AML ; Secondary acute myeloid leukemia ; Therapy-related AML and myelodysplastic syndrome";3;C92.0;"";"";601626;C1292776
11754;86849;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86849;Acute basophilic leukemia;Disease;on-line;;;C94.7;"";D015471;"";C0023437
11755;86850;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86850;Myeloid sarcoma;Disease;on-line;"Chloroma ; Extramedullary myeloid tumor ; Granulocytic sarcoma";3;C92.3;"";D023981;"";C0152276
11756;86851;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86851;Acute leukemia of ambiguous lineage;Group of phenomes;"on-line ; Category";"Acute leukemia of indeterminate lineage ; Hybrid acute leukemia ; Mixed lineage acute leukemia";3;C95.0;10067399;D015456;601626;"C1301357 ; C0023464"
11757;86852;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86852;B-cell prolymphocytic leukemia;Disease;on-line;B-PLL;1;C91.3;"";D054403;"";C0475801
11758;86854;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86854;Splenic marginal zone lymphoma;Disease;on-line;SMZL;1;C83.0;10062113;"";"";C0349632
11759;86855;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86855;Plasmacytoma;Disease;on-line;Solitary plasmacytoma;1;"C90.2 ; C90.3";10035484;D010954;"";C0032131
11760;86861;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86861;Non-amyloid monoclonal immunoglobulin deposition disease;Disease;on-line;"Non-amyloid MIDD ; Randall disease";2;D89.8;"";"";"";""
11761;86864;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86864;Heavy chain disease;Disease;on-line;HCD;1;"C88.2 ; C88.3";10019350;D006362;"";C0018852
11762;86867;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86867;Nodal marginal zone B-cell lymphoma;Disease;on-line;NMZL;1;C83.0;10029460;"";"";""
11763;86869;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86869;Lymphomatoid granulomatosis;Disease;on-line;LYG;1;C83.8;10025325;D008230;"";C0024307
11764;86870;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86870;CD4+/CD56+ hematodermic neoplasm;Disease;on-line;"BPDCN ; Blastic NK-cell lymphoma ; Blastic plasmacytoid dendritic cell neoplasm ; Lymphoblastoid variant of NK-cell lymphoma ; Monomorphic NK-cell lymphoma";5;C86.4;"";"";"";""
11765;86871;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86871;T-cell prolymphocytic leukemia;Disease;on-line;"T-PLL ; T-cell chronic lymphocytic leukemia";2;C91.6;10042985;D015461;"";"C0023494 ; C2363142"
11766;86872;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86872;T-cell large granular lymphocyte leukemia;Disease;on-line;"Proliferation of large granular lymphocytes ; T-LGL ; T-cell LGL leukemia";3;"";10065862;D054066;"";"C1955861 ; C2930809"
11767;86873;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86873;Aggressive NK-cell leukemia;Disease;on-line;"ANKCL ; Aggressive NK-cell lymphoma ; NK-cell LGL leukemia ; NK-cell large granular lymphocyte leukemia";4;C94.7;10028811;"";"";"C1522378 ; C1292777"
11768;86875;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86875;Adult T-cell leukemia/lymphoma;Disease;on-line;ATLL;1;C91.5;10001413;D015459;"";C0023493
11769;86879;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86879;Extranodal nasal NK/T cell lymphoma;Disease;on-line;"Angiocentric T-cell lymphoma ; Lethal midline granuloma ; NK/T-cell lymphoma ; NKTCL ; Nasal T/natural killer-cell lymphoma";5;C86.0;10065855;D054391;"";"C0018197 ; C0392788"
11770;86880;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86880;Enteropathy-associated T-cell lymphoma;Disease;on-line;"EATL ; ETTL ; Enteropathy-type T-cell lymphoma ; Intestinal T-cell lymphoma";4;C86.2;10022703;D058527;"";C0456889
11771;86882;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86882;Hepatosplenic T-cell lymphoma;Disease;on-line;;;C86.1;10066957;"";"";C1333984
11772;86884;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86884;Subcutaneous panniculitis-like T-cell lymphoma;Disease;on-line;"SPTCL ; Subcutaneous panniculitic T-cell lymphoma";2;C83.6;"";C537503;"";C0522624
11773;86885;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86885;Primary cutaneous peripheral T-cell lymphoma not otherwise specified;Disease;on-line;"Primary cutaneous peripheral T-cell lymphoma NOS ; Primary cutaneous unspecified peripheral T-cell lymphoma";2;C84.4;10034623;D016411;"";C0079774
11774;86886;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86886;Angioimmunoblastic T-cell lymphoma;Disease;on-line;"AILT ; Immunoblastic lymphadenopathy ; Lymphogranulomatosis X ; T-cell lymphoma, AILD type";4;C86.5;10002449;"";"";C0020981
11775;86893;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86893;Nodular lymphocyte predominant Hodgkin lymphoma;Disease;on-line;NLPHL;1;C81.0;"";"";"";"C1334968 ; C2239290"
11776;86896;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86896;Histiocytic sarcoma;Disease;on-line;;;C96.8;"";D054747;"";C0334663
11777;86897;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86897;Langerhans cell sarcoma;Disease;on-line;;;C96.4;"";D054752;"";C1260327
11778;86900;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86900;Interdigitating dendritic cell sarcoma;Disease;on-line;"Interdigitating cell sarcoma ; Reticulum cell sarcoma";2;C96.4;10038804;D054739;267730;"C1260326 ; C0024302"
11779;86902;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86902;Follicular dendritic cell sarcoma;Disease;on-line;;;C96.4;"";D054740;"";C1260325
11780;86903;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86903;Dendritic cell sarcoma not otherwise specified;Disease;on-line;;;C96.4;"";"";"";C1301364
11781;86904;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86904;Methotrexate-associated lymphoproliferative disorders;Disease;on-line;"MTX-LPD ; MTX-associated lymphoproliferative disorders";2;D47.7;"";"";"";""
11782;86906;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86906;Hypothalamic hamartomas with gelastic seizures;Disease;on-line;;;G40.5;"";"";"";""
11783;86908;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86908;Idiopathic hemiconvulsion-hemiplegia syndrome;Disease;on-line;"HHE syndrome ; Hemiconvulsion-hemiplegia-epilepsy syndrome ; IHHS";3;G40.4;"";"";"";C0549118
11784;86909;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86909;Myoclonic epilepsy of infancy;Disease;on-line;"Benign myoclonic epilepsy of infancy ; Benign myoclonus epilepsy of infancy";2;G40.3;"";"";"";"C0751120 ; C0917800"
11785;86911;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86911;Epilepsy with myoclonic absences;Disease;on-line;;;G40.4;"";"";"";C0393703
11786;86913;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86913;Myoclonic epilepsy in non-progressive encephalopathies;Malformation syndrome;on-line;"Myoclonic status in non-progressive encephalopathies ; Myoclonus epilepsy in non-progressive encephalopathies";2;G40.4;"";"";"";""
11787;86914;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86914;Lymphedema-cerebral arteriovenous anomaly syndrome;Malformation syndrome;on-line;;;"";"";"";152900;C1835272
11788;86915;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86915;Lymphedema-atrial septal defects-facial changes syndrome;Malformation syndrome;on-line;"Irons-Bhan syndrome ; Irons-Bianchi syndrome";2;Q87.8;"";"";601927;C2677167
11791;86918;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86918;Diffuse palmoplantar keratoderma-acrocyanosis syndrome;Disease;on-line;Diffuse palmoplantar hyperkeratosis-acrocyanosis syndrome;1;Q82.8;"";"";"";""
11792;86919;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86919;Keratosis palmaris et plantaris-clinodactyly syndrome;Disease;on-line;Palmoplantar keratoderma-clinodactyly syndrome;1;Q82.8;"";"";148520;C1835663
11793;86920;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86920;Dermatopathia pigmentosa reticularis;Disease;on-line;;;Q82.4;"";C535374;125595;C0406778
11796;86923;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=86923;Hereditary palmoplantar keratoderma, Gamborg-Nielsen type;Disease;on-line;"Hereditary palmoplantar hyperkeratosis, Gamborg-Nielsen type ; PPK, Gamborg-Nielsen type";2;Q82.8;"";"";244850;C1855644
11798;87277;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=87277;Rare intellectual disability;Group of phenomes;"on-line ; Category";;;;;;;
11800;87503;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=87503;Mal de Meleda;Disease;on-line;"Keratosis palmoplantaris transgrediens of Siemens ; Meleda disease ; Transgrediens palmoplantar keratoderma of Siemens";3;Q82.8;"";"";248300;C0025221
11801;87876;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=87876;Sialidosis type 2;Disease;on-line;Infantile dysmorphic sialidosis;1;E77.1;"";"";"256150 ; 256550";"C0268228 ; C3888317"
11802;87884;http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=87884;Non-syndromic genetic deafness;Disease;on-line;Isolated genetic deafness;1;H90.5;"";"";"";""
